iter	Passed	Remaining
744	2342	801
745	2344	798
746	2352	796
747	2353	793
748	2357	790
749	2360	786
750	2362	783
751	2364	779
752	2371	777
753	2374	774
754	2376	771
755	2378	767
756	2380	764
757	2382	760
758	2384	757
759	2387	753
760	2389	750
761	2391	747
762	2394	743
763	2395	740
764	2400	737
765	2402	734
766	2404	730
767	2406	727
768	2409	723
769	2414	721
770	2416	717
771	2418	714
772	2420	710
773	2424	707
774	2427	704
775	2429	701
776	2431	697
777	2433	694
778	2439	692
779	2441	688
780	2444	685
781	2451	683
782	2458	681
783	2462	678
784	2464	674
785	2466	671
786	2468	667
787	2473	665
788	2476	662
789	2478	658
790	2481	655
791	2487	653
792	2489	649
793	2491	646
794	2493	643
795	2501	640
796	2503	637
797	2505	634
798	2510	631
799	2514	628
800	2517	625
801	2519	622
802	2521	618
803	2524	615
804	2527	612
805	2529	608
806	2531	605
807	2533	602
808	2536	598
809	2539	595
810	2541	592
811	2543	588
812	2546	585
813	2548	582
814	2550	578
815	2552	575
816	2556	572
817	2559	569
818	2560	565
819	2562	562
820	2564	559
821	2566	555
822	2569	552
823	2571	549
824	2573	545
825	2575	542
826	2578	539
827	2580	536
828	2582	532
829	2584	529
830	2587	526
831	2594	523
832	2596	520
833	2598	517
834	2601	513
835	2605	511
836	2607	507
837	2609	504
838	2611	501
839	2613	497
840	2617	494
841	2620	491
842	2621	488
843	2623	484
844	2625	481
845	2627	478
846	2631	475
847	2633	472
848	2635	468
849	2638	465
850	2646	463
851	2648	460
852	2655	457
853	2657	454
854	2659	451
855	2661	447
856	2677	446
857	2683	444
858	2685	440
859	2691	438
860	2693	434
861	2696	431
862	2698	428
863	2701	425
864	2704	422
865	2706	418
866	2707	415
867	2713	412
868	2715	409
869	2717	406
870	2719	402
871	2722	399
872	2725	396
873	2727	393
874	2729	389
875	2730	386
876	2732	383
877	2737	380
878	2740	377
879	2741	373
880	2743	370
881	2745	367
882	2748	364
883	2751	361
884	2753	357
885	2754	354
886	2756	351
887	2761	348
888	2763	345
889	2765	341
890	2769	338
891	2773	335
892	2775	332
893	2777	329
894	2778	326
895	2782	323
896	2785	319
897	2787	316
898	2788	313
899	2790	310
900	2794	307
901	2797	303
902	2799	300
903	2800	297
904	2803	294
905	2805	291
906	2809	288
907	2811	284
908	2812	281
909	2814	278
910	2816	275
911	2820	272
912	2822	268
913	2824	265
914	2826	262
915	2828	259
916	2833	256
917	2835	253
918	2837	250
919	2839	246
920	2841	243
921	2846	240
922	2849	237
923	2851	234
924	2853	231
925	2858	228
926	2860	225
927	2862	222
928	2864	218
929	2866	215
930	2870	212
931	2874	209
932	2876	206
933	2878	203
934	2881	200
935	2884	197
936	2886	194
937	2889	190
938	2892	187
939	2894	184
940	2897	181
941	2899	178
942	2903	175
943	2907	172
944	2908	169
945	2910	166
946	2913	163
947	2917	160
948	2918	156
949	2920	153
950	2922	150
951	2923	147
952	2927	144
953	2930	141
954	2932	138
955	2934	135
956	2935	131
957	2937	128
958	2940	125
959	2943	122
960	2945	119
961	2950	116
962	2955	113
963	2957	110
964	2961	107
965	2966	104
966	2970	101
967	2978	98
968	2980	95
969	2982	92
970	3007	89
971	3010	86
972	3011	83
973	3013	80
974	3016	77
975	3020	74
976	3023	71
977	3026	68
978	3027	64
979	3031	61
980	3033	58
981	3035	55
982	3037	52
983	3039	49
984	3041	46
985	3043	43
986	3046	40
987	3047	37
988	3049	33
989	3052	30
990	3055	27
991	3056	24
992	3058	21
993	3059	18
994	3061	15
995	3064	12
996	3067	9
997	3069	6
998	3070	3
999	3072	0
